Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Khác,Link
Assitant Marketing Manager,Công Ty TNHH Động Học Stella,10 Tr - 10 Tr VND,Hồ Chí Minh,13/12/2023,Nhân viên,"Hành chính / Thư ký , Quảng cáo / Đối ngoại / Truyền Thông , Tiếp thị / Marketing",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC-         Giới tính : Không yêu cầu-         Độ tuổi: dưới 30 tuổi-         Biết sử dụng thành thạo vi tính văn phòng, các phần mềm cơ bản excel, word, ppt -         Am hiểu về kiến thức Marketing và xây dựng thương hiệu là 1 lợi thế -         Có thái độ tích cực, học hỏi nhanh, không ngại khó, không ngại thay đổi, tinh thần đội nhóm-         Có kinh nghiệm làm trợ lý, tư duy logic, tổng hợp và báo cáo chính xác, đúng deadline-         Có khả năng làm việc độc lập và làm việc nhóm,   QUYỀN LỢI:-         Lương: từ 10 triệu trở lên (tùy theo năng lực) -         Được làm việc trong môi trường trẻ trung và năng động, tinh thần làm việc cao.-         Được trao dồi và tạo điều kiện mở rộng kiến thức chuyên môn-         Các chế độ phúc lợi xã hội như: BHYT, BHXH, BH thất nghiệp, công đoàn theo quy định của Luật lao động.-         Thưởng các ngày sinh nhật, ốm đau, lễ tết… theo quy định.-         Xem xét và điểu chỉnh lương hàng năm-         Khám sức khỏe định kỳ hàng năm.-         Chương trình team building hàng năm-         Thời gian làm việc: từ 8h00 đến 17h00 từ thứ 2 đến hết sáng thứ 7, Chiều T7 và CN nghỉ",Bằng cấp: Cao đẳngThời gian thử việc: Thử việc 2 thángĐộ tuổi: 22 - 28Thời gian làm việc: 8h00 đến 17h00 từ thứ 2 đến Trưa Thứ 7Đồng nghiệp: Trẻ trung thân thiệnLương: 10 Tr - 10 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/assitant-marketing-manager.35BF2E42.html
Miền Tây - Nhân Viên Phát Triển Kinh Doanh,Công ty cổ phần Nu Việt Nam,15 Tr - 30 Tr VND,Cần Thơ,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Trên 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCNam từ 25Ứng viên có kinh nghiệm phát triển thị trường Có sự hiểu biết về thị trường/Khách hàng Mẹ và bé là một lợi thếKỹ năng giao tiếp, thuyết phục, đàm phánSử dụng thành thạo máy tính (Words, Excel, PP...)Kỹ năng quản lý, lãnh đạo đội nhómKỹ năng phân tích và tư duy tổng hợp","Bằng cấp: Cao đẳngGiới tính: NamĐộ tuổi: 25 - 32Thời gian làm việc: 8h30 - 17h30Đồng nghiệp: Môi trường làm việc chuyên nghiệp, chủ động và thân thiệnPhúc lợi:- Chế độ phúc lợi đầy đủ và hấp dẫn- Thưởng cống hiếnNgày nghỉ: Chủ Nhật và các ngày Lễ TếtLương: 15 Tr - 30 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/mien-tay-nhan-vien-phat-trien-kinh-doanh.35BF2E2E.html
Sales & Marketing Executive [Củ Chi],CÔNG TY CP SAIGON AUTO SUPPORTING INDUSTRY,9 Tr - 15 Tr VND,Hồ Chí Minh,13/12/2023,Nhân viên,"Cơ khí / Ô tô / Tự động hóa , Bán hàng / Kinh doanh , Tiếp thị / Marketing",Not Define,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCEnglish : 4 skillsGood communication - Able to use Excel, Word, Email, Internet well.Teamwork, result-oriented mind, responsibility and self-motivatedStudious, serious working attitude and inquiring mind, respect others.QUYỀN LỢI:Employment is always stable. Opportunity to work with major foreign partners.Bonus by project, bonus for holidays, Tet,...There are many good welfare policies: travel, birthday celebration, 1/6, 8/3, 20/10, overtime fostering,...Entitled to 2 days off Saturday/ month (details according to the annual working schedule).The company serves breakfast, lunch.Social insurance, health insurance, unemployment insurance, .... as a rule.Working time:7:30 - 16:30 from Monday to Saturday, Sundays, and 2 Saturdays in the month (according to the Company's business schedule)LocationLot D9 and D10, Road No. 10, Automotive Mechanics Industrial Park, City. Ho Chi Minh City, Tan Thanh Dong Commune, Cu Chi District, Ho Chi Minh City.Shuttle bus from district 12.",Bằng cấp: Đại họcGiới tính: NữĐộ tuổi: Trên 23Lương: 9 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/sales-marketing-executive-cu-chi.35BF2E05.html
Nhân viên Social Media Marketing,Công ty TNHH DOTEA,9 Tr - 12 Tr VND,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Thực phẩm & Đồ uống",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCSử dụng thành thạo các phần mềm dựng phim, thiết kế (PR, AE, AI, PS, Auditon, Davinci hoặc Capcut)Có kinh nghiệm quay, tư duy góc máy và sử dụng thành thạo các thiết bị quay (sony, canon, gimbal...) ở đa thể loại: sự kiện, review sản phẩm, tutorial, case study, tiktok...Biết set-up ở mức cơ bản các thiết bị âm thanh ánh sáng cho sự kiện, workshop, event nhỏ.Tư duy mở và sáng tạo, kiên nhẫn, phối hợp tốtThu nhập: Lương cơ bản: Thỏa thuận theo kinh nghiệm và năng lực.Thử việc (2 tháng): 85% x lương cơ bản% hoa hồng: Trao đổi cụ thể tại buổi phỏng vấnQuyền lợi: Chuyên cần: 300.000 vnd/thángSinh nhật: 300.000 vndLễ, tết dương lịch: 300.000 -500.000 vndHiếu, hỉ: 1.000.000 vndTết âm lịch: quà + lương tháng 13Teambuilding hàng nămCác chế độ khác theo nội quy Công tyThời gian làm việc: Thứ hai đến thứ bảy hàng tuầnSáng: 08:30 – 12:00. Riêng thứ hai: 08:00 – 12:00Chiều: 13:30 – 17:00. Riêng thứ bảy: 08:30 – 12:00Nghỉ trưa: 12:00 – 13:30Địa điểm làm việc: Số 22 Đường số 37 KDC Vạn Phúc, P.Hiệp Bình Phước, TP. Thủ Đức",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiLương: 9 Tr - 12 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-social-media-marketing.35BE04C7.html
Nhân viên kinh doanh HCM (Nam),CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI DIỆP TẤN PHÁT,8 Tr - 25 Tr VND,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Hàng gia dụng / Chăm sóc cá nhân",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Độ tuổi: Từ 22 đến 35 tuổi- Có kinh nghiệm làm việc từ 1 năm trở lên trong lĩnh vực kinh doanh, phát triển thị trường là lợi thế.- Tốt nghiệp từ cao đẳng trở lên (ưu tiên ngành thương mại, kinh tế, marketing).- Sử dụng tốt tin học văn phòng.- Có xe máy, máy vi tính riêng để làm việc.","Thời gian thử việc: 2 thángĐộ tuổi: 22 - 35Thời gian làm việc: T2-T7Phúc lợi:-Thử việc 100% lương- BHXH- Sinh nhật, du lịchLương: 8 Tr - 25 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-hcm-nam.35BE0449.html
"[Dong Anh, Ha Noi] SALES TECHNICAL REPRESENTATIVE (10M - 15M) (22733)","Hanoi Branch - Reeracoen Vietnam Co., Ltd",10 Tr - 15 Tr VND,Hà Nội,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Graduated from University with major in Chemistry/ Printing Technology/ Business Administration, Economics,...- Communicate in English (Intermediate level)- More than 1 year experience working in Sales representative",Bằng cấp: Đại họcGiới tính: NamĐộ tuổi: 24 - 37Lương: 10 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/dong-anh-ha-noi-sales-technical-representative-10m-15m-22733.35BE04C5.html
KINH DOANH THỊ TRƯỜNG ĐỒNG NAI,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI DIỆP TẤN PHÁT,8 Tr - 15 Tr VND,Đồng Nai,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Độ tuổi: Từ 22 đến 35 tuổi- Có kinh nghiệm làm việc từ 1 năm trở lên trong lĩnh vực kinh doanh, phát triển thị trường là lợi thế.- Tốt nghiệp từ cao đẳng trở lên (ưu tiên ngành thương mại, kinh tế, marketing).- Sử dụng tốt tin học văn phòng.- Có xe máy, máy vi tính riêng để làm việc.","Thời gian thử việc: 2 thángĐộ tuổi: Không giới hạn tuổiThời gian làm việc: T2-T7Phúc lợi:-Thử việc 100% lương- BHXH- Sinh nhật, du lịchLương: 8 Tr - 15 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/kinh-doanh-thi-truong-dong-nai.35BE045F.html
Chuyên viên cao cấp Sản phẩm Quản lý dòng tiền,Ngân Hàng TMCP Quốc Tế Việt Nam,Cạnh tranh,Hà Nội,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Ngân hàng , Tài chính / Đầu tư",1 - 7 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCYêu cầu:Cử nhân chuyên ngành liên quan đến Kinh tế, kinh doanh, tài chính, ngân hàng trở lên;Kinh nghiệm tối thiểu 7 năm (Chuyên gia)/5 năm (Chuyên viên cao cấp)/ 3 năm (Chuyên viên chính)/ 2 năm (Chuyên viên) trong lĩnh vực quản lý khách hàng, phát triển sản phẩm KHDN (kinh nghiệm tại tổ chức tài chính có uy tín hoặc ngân hàng nước ngoài là một lợi thế);Am hiểu về thị trường khách hàng doanh nghiệp, nhu cầu khách hàng, sản phẩm và dịch vụ ngân hàng, chính sách và quy định ngân hàng, hệ thống hoạt động ngân hàng;Kỹ năng tư duy chiến lược;Kỹ năng xây dựng mối quan hệ và kĩ năng giao tiếp tốt;Thành thạo Tiếng Anh (nghe, nói, đọc, viết).",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-san-pham-quan-ly-dong-tien.35BE04FD.html
Nhân Viên Facebook ADS 6 Tháng Kinh Nghiệm Lương Cứng 10Tr,Công ty Cổ phần The20,9 Tr - 11 Tr VND,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCKinh nghiệm: Tối thiểu 6 tháng kinh nghiệm làm việc trong lĩnh vực chạy quảng cáo trên các nền tảng mạng xã hội, bao gồm TikTok, Facebook.Kiến thức: Hiểu biết về cách hoạt động của các nền tảng quảng cáo mạng xã hội, bao gồm cách tối ưu hóa chiến dịch, sử dụng công cụ quảng cáo, và theo dõi hiệu suất.Kỹ năng quản lý & giải quyết vấn đề: Có khả năng quản lý nhiều tài khoản quảng cáo cùng một lúc và xử lý các trường hợp trục trặc một cách chủ động.Kỹ năng báo cáo: Kỹ năng trong việc tổng hợp dữ liệu và tạo báo cáo chi tiết.Tính cẩn thận: Tinh thần tỉ mỉ và chú ý đến chi tiết trong việc quản lý và theo dõi chiến dịch.","Giới tính: NữThời gian thử việc: 2 thángĐộ tuổi: Không giới hạn tuổiThời gian làm việc: 8h30 - 17h30 (từ thứ 2-6), làm online tại nhà sáng thứ 7Lương: 9 Tr - 11 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-facebook-ads-6-thang-kinh-nghiem-luong-cung-10tr.35BE04DC.html
KINH DOANH THỊ TRƯỜNG BÌNH DƯƠNG,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI DIỆP TẤN PHÁT,8 Tr - 15 Tr VND,Bình Dương,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Độ tuổi: Từ 22 đến 35 tuổi- Có kinh nghiệm làm việc từ 1 năm trở lên trong lĩnh vực kinh doanh, phát triển thị trường là lợi thế.- Tốt nghiệp từ cao đẳng trở lên (ưu tiên ngành thương mại, kinh tế, marketing).- Sử dụng tốt tin học văn phòng.- Có xe máy, máy vi tính riêng để làm việc.","Giới tính: NamThời gian thử việc: 2 thángĐộ tuổi: 22 - 35Thời gian làm việc: T2-T7Phúc lợi:-Thử việc 100% lương- BHXH- Sinh nhật, du lịchLương: 8 Tr - 15 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/kinh-doanh-thi-truong-binh-duong.35BE044D.html
Nhân viên/Chuyên Viên Product Marcom,Công Ty CP Chứng Khoán VNDIRECT,Cạnh tranh,Hà Nội,13/12/2023,Nhân viên,"Quảng cáo / Đối ngoại / Truyền Thông , Tổ chức sự kiện , Tiếp thị / Marketing",1 - 7 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC1. Bằng cấpTốt nghiệp đại học2. Kinh nghiệm- Nhân viên: từ 0.5 - 2 năm kinh nghiệm- Chuyên Viên: từ 5 năm kinh nghiệm3. Kỹ năng- Kỹ năng quản lý media- Kỹ năng lập  kế hoạch và kiểm soát chỉ số hiệu quả (benchmark) và chi phí marcom- Kỹ năng triển khai campaign marketing- Kỹ năng sử dụng kênh số- Quản lý hiệu quả công việc- Sáng tạo và đổi mới- Huấn luyện và phát triển đội ngũ (Đối với Chuyên Viên)CHẾ ĐỘ ĐÃI NGỘ1. Cộng đồng những người làm nghề chính trực và dấn thân phụng sự- Môi trường làm nghề tài chính chuyên nghiệp.- Làm việc với tinh thần làm chủ, sáng tạo và thách thức.2. Thu nhập theo năng lực- Thu nhập xứng đáng theo năng lực và giá trị đóng góp.- Trong 02 tháng thử việc hưởng 85% thu nhập, được truy lĩnh 15% sau khi ký hợp đồng chính thức (tương đương 100% trong thời gian thử việc).- Tham gia BHXH, BHYT, BHTN theo đúng quy định luật lao động.- Các bảo hiểm sức khỏe và bảo hiểm tai nạn 24/24.3. Tổ chức học tập và văn hóa sôi nổi- Không gian làm việc mở với trang thiết bị hiện đại.- Các hoạt động văn hóa, thiện nguyện phong phú và sôi nổi.",Độ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-chuyen-vien-product-marcom.35BE04F6.html
Tuyển nhân viên kinh doanh quản lý Yakult Lady - CN Hải Phòng,CN Cty TNHH Yakult Việt Nam tại Hải Phòng,Trên 13 Tr VND,Hải Phòng,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Quản lý điều hành",Not Define,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC-          Nam-          Tốt nghiệp từ cấp 3 trở lên-          Tuổi từ 20-29-           Không cần kinh nghiệm, sẽ được đào tạo-           Thích giao tiếp, sức khỏe tốt, năng động chịu khó-           Tích cực với công việc bên ngoài-           Không có hình xăm trên người",Giới tính: NamĐộ tuổi: 20 - 29Lương: Trên 13 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/tuyen-nhan-vien-kinh-doanh-quan-ly-yakult-lady-cn-hai-phong.35BE03EE.html
Nhân Viên Kinh Doanh Sỉ Trang Sức,CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ LỘC PHÚC,Cạnh tranh,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",1 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Có kinh nghiệm bán hàng hơn 1 năm (ưu tiên ngành hàng bán sỉ, ngành hàng trang sức)- Ngoại hình dễ nhìn, giọng nói dễ nghe.- Giao tiếp, thuyết phục tốt.- Có thể đi công tác (chi phí công tác công ty thanh toán)- Quyền lợi được hưởng (ngoài lương): Hoa hồng hấp dẫn, thưởng tháng 13, lễ tết, mua các loại bảo hiểm theo quy định pháp luật.- Được làm việc trong môi trường năng động, chuyên nghiệp, thân thiện.Có cơ hội thăng tiến thành quản lý.",Bằng cấp: Trung cấpĐộ tuổi: 22 - 35Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-si-trang-suc.35BE044A.html
Senior Strategic Planner,CÔNG TY TNHH TALENTVIS VIỆT NAM,30 Tr - 35 Tr VND,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến",2 - 4 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC3+ Years experience in strategy planning, have 1-2 year experience in a similar Senior posiƟon is a plus Demonstrable experience in working experienceExcellent writen and verbal communication skills in English and Vietnamese.Experiencing in conducƟng and managing research is a plusExperiencing in FMCG (relating food) is a plus ",Bằng cấp: Đại họcĐộ tuổi: Không giới hạn tuổiLương: 30 Tr - 35 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/senior-strategic-planner.35BE043E.html
Chuyên Viên Sáng Tạo Nội Dung ( Content Creator ),Công ty Cổ phần Masscom Việt Nam,15 Tr - 20 Tr VND,Hà Nội,13/12/2023,Trưởng nhóm / Giám sát,"Tiếp thị / Marketing , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",2 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTối thiểu 3 năm kinh nghiệm trong lĩnh vực sáng tạo nội dung - Ưu tiên ứng viên có kinh nghiệm về lĩnh vực giáo dục và các giải pháp tương ứng - Phát triển các kênh sáng tạo nội dung thu hút lượt tương tác theo dõi lớn1. Tư duy sáng tạo và sáng tạo: Khả năng tạo ra ý tưởng mới, khác biệt và thú vị cho các chiến dịch truyền thông.Tư duy linh hoạt, khả năng giải quyết vấn đề  trong môi trường động và đòi hỏi sự sáng tạo.2. Kỹ năng viết sáng tạo chuyên nghiệp:- Có khả năng sáng tạo nội dung chất lượng, thu hút và thúc đẩy tương tác từ đối tượng mục tiêu.- Khả năng biến ý tưởng và thông điệp thành văn bản hấp dẫn và dễ hiểu.- Hiểu biết về kỹ thuật viết SEO và cách tối ưu hóa nội dung cho máy chủ tìm kiếm (SEO).3. Kỹ năng thiết kế đồ họa hỗ trợ nội dung sáng tạo: Thành thạo các công cụ thiết kế đồ họa và khả năng tạo và chỉnh sửa hình ảnh, biểu đồ, infographic và các yếu tố thiết kế để làm cho nội dung mình sáng tạo trở nên hấp dẫn và truyền đạt thông điệp một cách hiệu quả.4. Hiểu biết sâu về nguyên tắc truyền thông, tiếp thị và phân tích thị trường.5. Kỹ năng giao tiếp mạnh mẽ để diễn đạt ý kiến, ý tưởng và thông điệp một cách rõ ràng và thuyết phục.","Phụ cấp khác: Mức lương hấp dẫn, tương xứng với năng lực và hiệu quả làm việc. Thưởng hiệu quả công việcThời gian thử việc: Thử việc từ 1 đến 2 tháng.Cơ hội huấn luyện:Cơ hội được thể hiện và phát huy năng lực của bản thân. Được đào tạo các kỹ năng chuyên sâu.- Tham gia các hoạt động thể thao, giải trí tại văn phòng.Độ tuổi: Không giới hạn tuổiThời gian làm việc: Làm việc tứ thứ 2 đến hết sáng thứ 7 ( 08h - 12h & 13h - 17h)Đồng nghiệp: Được làm việc trong môi trường trẻ trung, năng động, nhiệt tình, có nhiều cơ hội thăng tiến.Phúc lợi:- Hưởng chế độ phúc lợi khác theo quy định của công ty ( thăm hỏi ốm, đám cưới, chế độ hiếu, thai sản…).Ngày nghỉ:Thời gian làm việc: giờ hành chính từ Thứ 2 - hết sáng t7 hàng tuần và các ngày lễ theo quy định của Nhà nước. Hưởng thêm 12 ngày nghỉ phép.Lương: 15 Tr - 20 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-sang-tao-noi-dung-content-creator.35BE0474.html
