Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
"Chuyên Viên Thi?t K? ?? H?a Full Time (6,5 Ti?ng/ngày) - 17 - 22 Tri?u",Công Ty TNHH Th??ng M?i Qu?c T? BlueStars,$600 - $800,Hà N?i,24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Thi?t K? ?? H?a, Facebook Ads, Truy?n Thông, Video Editing, Banner Design",https://www.vietnamworks.com/chuyen-vien-thiet-ke-do-hoa-full-time-6-5-tieng-ngay-17-22-trieu-1718259-jv?source=searchResults&searchType=2&placement=1718359&sortBy=date
Nhân Viên Xây D?ng Tr?i Nghi?m Khách Hàng,Công Ty C? Ph?n Bán L? K? Thu?t S? FPT,T? $500,Hà N?i,24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Premiere, Photoshop, Marketing Planning, Marketing 360 Process, Figma",https://www.vietnamworks.com/nhan-vien-xay-dung-trai-nghiem-khach-hang--1718344-jv?source=searchResults&searchType=2&placement=1718444&sortBy=date
Nhân Viên Nghiên C?u Th? Tr??ng (?u Tiên Nam Có Th? Th??ng Xuyên ?i Công Tác),Công Ty C? Ph?n Công Ngh? Th?c Ph?m Châu Á (Micoem),Th??ng L??ng,Hà N?i,04/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Nghiên C?u Th? Tr??ng, FMCG, Phát Tri?n S?n Ph?m, Marketing Research, Phân Tích Th? Tr??ng",https://www.vietnamworks.com/nhan-vien-nghien-cuu-thi-truong-uu-tien-nam-co-the-thuong-xuyen-di-cong-tac-1711276-jv?source=searchResults&searchType=2&placement=1711376&sortBy=date
Giám ??c Kinh Doanh Th? Tr??ng (Ti?ng Anh và Ti?ng Trung),Công Ty TNHH Deli Vi?t Nam,$1200 - $1700,B?c Ninh,04/12/2023,Giám ??c và C?p Cao H?n,Kinh Doanh,"Nghiên C?u Th? Tr??ng, Ti?p Th?, Ti?ng Anh, Qu?ng Bá Ti?p Th?, Bán Hàng",https://www.vietnamworks.com/giam-doc-kinh-doanh-thi-truong-tieng-anh-va-tieng-trung-1710250-jv?source=searchResults&searchType=2&placement=1710350&sortBy=date
"Growth Marketing Leader (Salary Upto $1,300)",Công Ty C? Ph?n Công Ngh? Secomus,$800 - $1300,Hà N?i,15/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Market Research, Team Management, Leadership, Customer Segmentation, Growth Marketing",https://www.vietnamworks.com/growth-marketing-leader-salary-upto-1-300--1725528-jv?source=searchResults&searchType=2&placement=1725628&sortBy=date
Nhân Viên Digital MKT,Công Ty TNHH SSP CORPORATION,$500 - $500,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Digital Marketing, SEO Writing, Google Adwords, Phát Tri?n Th??ng Hi?u",https://www.vietnamworks.com/nhan-vien-digital-mkt--1692366-jv?source=searchResults&searchType=2&placement=1692466&sortBy=date
Nhân Viên Content MKT + CS,Công Ty TNHH SSP CORPORATION,$450 - $450,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Sales, Content Marketing, Báo Chí, SEO",https://www.vietnamworks.com/nhan-vien-content-mkt-cs-1-1725433-jv?source=searchResults&searchType=2&placement=1725533&sortBy=date
Nhân Viên Digital Marketing,Công Ty C? Ph?n ??u T? T&l Vi?t Nam,$1000 - $1800,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Facebook Ads, Tiktok Ads, Truy?n Thông Th??ng Hi?u, ?? Xu?t Ph??ng Án, Digital Marketing",https://www.vietnamworks.com/nhan-vien-digital-marketing--1720371-jv?source=searchResults&searchType=2&placement=1720471&sortBy=date
Tuy?n D?ng Qu?n Lý Sáng T?o N?i Dung Tiktok,Công Ty Truy?n Thông R - Media,$600 - $800,Hà N?i,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content, Marketing Tr?c Tuy?n, Truy?n Thông, Báo Chí, Tiktok Ads",https://www.vietnamworks.com/tuyen-dung-quan-ly-sang-tao-noi-dung-tiktok-1720774-jv?source=searchResults&searchType=2&placement=1720874&sortBy=date
Marketing Manager,Tr??ng Qu?c T? Brighton College Vi?t Nam,Th??ng L??ng,Hà N?i,14/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Truy?n Thông, Education, Qu?ng Cáo",https://www.vietnamworks.com/marketing-manager--1725401-jv?source=searchResults&searchType=2&placement=1725501&sortBy=date
Marketing Manager,Công Ty C? Ph?n Th??ng M?i Calen,Th??ng L??ng,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Trade Marketing, Digital Marketing, Marketing Social, Brand Management, Marketing Design",https://www.vietnamworks.com/marketing-manager--1720729-jv?source=searchResults&searchType=2&placement=1720829&sortBy=date
Video Editor,"Công Ty C? Ph?n Angel Vi?t Nam ( Nhãn Hi?u: Wesser, Agi )",Th??ng L??ng,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Cáo, Final Cut Pro, Truy?n Thông, Adobe Premiere, Biên T?p",https://www.vietnamworks.com/video-editor--1709316-jv?source=searchResults&searchType=2&placement=1709416&sortBy=date
Paid Marketing,Ibibo,Th??ng L??ng,H? Chí Minh,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Marketing Campaign, SEM, SEO Campaigns",https://www.vietnamworks.com/paid-marketing-1717839-jv?source=searchResults&searchType=2&placement=1717939&sortBy=date
Content Marketing Executive,Công Ty C? Ph?n BM Windows,$500 - $1500,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Content Marketing, Content, Content Copy Writer, Media Plan",https://www.vietnamworks.com/content-marketing-executive--1720648-jv?source=searchResults&searchType=2&placement=1720748&sortBy=date
Nhân Viên Editor Tiktok,Công Ty Truy?n Thông R - Media,$600 - $800,Hà N?i,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông Online, Tiktok Ads, Online Marketing, Editing, Manager",https://www.vietnamworks.com/nhan-vien-editor-tiktok-1720705-jv?source=searchResults&searchType=2&placement=1720805&sortBy=date
Nhân Viên V?n Hành Sàn TM?T (Shopee- Tiktok),Công Ty C? Ph?n ??u T? T&l Vi?t Nam,Th??ng L??ng,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Facebook Ads, Tiktok Ads, Truy?n Thông Th??ng Hi?u, ?? Xu?t Ph??ng Án, Digital Marketing",https://www.vietnamworks.com/nhan-vien-van-hanh-san-tmdt-shopee-tiktok-1720572-jv?source=searchResults&searchType=2&placement=1720672&sortBy=date
Tr??ng Phòng Th??ng Hi?u / Brand Manager,"Babeeni Co.,ltd",Th??ng L??ng,Hà N?i,23/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?n Lý Th??ng Hi?u, Truy?n Thông, Marketing Development, Brand Marketing, Brand Management",https://www.vietnamworks.com/truong-phong-thuong-hieu-brand-manager--1717716-jv?source=searchResults&searchType=2&placement=1717816&sortBy=date
SEO Specialist,Jio Health,Th??ng L??ng,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Digital Marketing, Project Management, Technical Skill",https://www.vietnamworks.com/seo-specialist--1720642-jv?source=searchResults&searchType=2&placement=1720742&sortBy=date
Marketing Manager,Trung Tâm ?ào T?o Anh Ng? Úc (Acet) - IDP Global,$3000 - $3500,H? Chí Minh,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Online Marketing, Digital Content Marketing, Social Media Managing, Budget Management, Integrated Marketing",https://www.vietnamworks.com/marketing-manager-1113-1-1-1-1--1720700-jv?source=searchResults&searchType=2&placement=1720800&sortBy=date
Marketing Executive,Công Ty TNHH Becamex Tokyu,Th??ng L??ng,Bình D??ng,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Product Marketing, SEO, Google Ads, Social Media Marketing",https://www.vietnamworks.com/marketing-executive--1720510-jv?source=searchResults&searchType=2&placement=1720610&sortBy=date
Nhân Viên Biên T?p Bài Ti?p Th? (Content Marketing),Công Ty TNHH D??c Tâm ?an,Th??ng L??ng,H? Chí Minh,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Marketing, Biên T?p N?i Dung, Pharmaceuticals Industry, Marketing Planning, Xây D?ng N?i Dung",https://www.vietnamworks.com/nhan-vien-bien-tap-bai-tiep-thi-content-marketing-1724949-jv?source=searchResults&searchType=2&placement=1725049&sortBy=date
Báo Vnexpress - Tuy?n D?ng Phóng Viên,Báo ?i?n T? VnExpress.net,$500 - $1000,"Hà N?i, H? Chí Minh",14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Editorial Writing, Content, Ch?p ?nh, Ph?ng V?n Nhân V?t",https://www.vietnamworks.com/bao-vnexpress-tuyen-dung-phong-vien--1725197-jv?source=searchResults&searchType=2&placement=1725297&sortBy=date
Digital Performance Marketing Director,Báo ?i?n T? VnExpress.net,Th??ng L??ng,H? Chí Minh,14/12/2023,Giám ??c và C?p Cao H?n,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Performance Marketing, Digital Marketing",https://www.vietnamworks.com/digital-performance-marketing-director-1725195-jv?source=searchResults&searchType=2&placement=1725295&sortBy=date
Tr??ng Phòng Marketing - L??ng Up to 40 Tri?u,Công Ty TNHH ??u T? Và Phát Tri?n D?ch V? Tr??ng Phát,$1500 - $2000,Hà N?i,23/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Online, Truy?n Thông, Xây D?ng Chi?n L??c, Qu?n Lý, ?àm Phán",https://www.vietnamworks.com/truong-phong-marketing-luong-up-to-40-trieu-1717633-jv?source=searchResults&searchType=2&placement=1717733&sortBy=date
Optimization & Growth Manager,Maison Retail Management International,Th??ng L??ng,H? Chí Minh,14/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Campaign Marketing, Business Administration, Campaign Planning, Analytical Skill, Finance",https://www.vietnamworks.com/optimization-growth-manager-1712847-jv?source=searchResults&searchType=2&placement=1712947&sortBy=date
Marketing Manager (Foreigner - Fluent English),"An Viet Thinh Co., Ltd (Eurofar Internaltional B.V)",Th??ng L??ng,H? Chí Minh,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Manufacturing, Social Media Marketing, Branding, Furniture, Adverising Marketing",https://www.vietnamworks.com/marketing-manager-foreigner-fluent-english--1720526-jv?source=searchResults&searchType=2&placement=1720626&sortBy=date
Giám ??c Truy?n Thông Marketing,Công Ty C? Ph?n B?nh Vi?n Th?m M? Gangwhoo,Th??ng L??ng,H? Chí Minh,30/11/2023,Giám ??c và C?p Cao H?n,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Development, Truy?n Thông, Digital Marketing, Th?m M?, Nghiên C?u Th? Tr??ng",https://www.vietnamworks.com/giam-doc-truyen-thong-marketing-11-1720359-jv?source=searchResults&searchType=2&placement=1720459&sortBy=date
Tr??ng/ Phó Phòng Qu?n Lý D? Án - Ti?ng Anh Thành th?o (Truy?n Thông/ Truy?n Hình/ S? Ki?n),Taj Vi?t Nam,$1500 - $2000,Hà N?i,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Qu?n Lý D? Án, Leadership, S? Ki?n, Truy?n Thông",https://www.vietnamworks.com/truong-pho-phong-quan-ly-du-an-tieng-anh-thanh-thao-truyen-thong-truyen-hinh-su-kien-1720391-jv?source=searchResults&searchType=2&placement=1720491&sortBy=date
"Content Marketing Specialist (Retail, US Market)",Công Ty TNHH Công Ngh? Và Gi?i Pháp Ph?n M?m Crossian,T? $490,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Copywriting, Facebook Ads, Product Marketing, English, E Commerce",https://www.vietnamworks.com/content-marketing-specialist-retail-us-market-1724997-jv?source=searchResults&searchType=2&placement=1725097&sortBy=date
Account Manager,Công Ty C? Ph?n Truy?n Thông Elyx,Th??ng L??ng,H? Chí Minh,23/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Communication, Presentation, Time Management, MS Office",https://www.vietnamworks.com/account-manager-616--1717896-jv?source=searchResults&searchType=2&placement=1717996&sortBy=date
Nhân Viên Marketing Full-Time,Công Ty TNHH Trawise,$500 - $1000,Hà N?i,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","N?i Dung Website, Marketing Strategy, S? Ki?n, Qu?n Lý Fanpage",https://www.vietnamworks.com/nhan-vien-marketing-full-time--1717696-jv?source=searchResults&searchType=2&placement=1717796&sortBy=date
Senior Influencer / KOC Marketing (Bi?t Ti?ng Trung),Xing Yun Cloud Viet Nam,$700 - $850,H? Chí Minh,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sáng T?o N?i Dung, Phát Tri?n M?ng Xã H?i, Ti?ng Anh, Hi?u Ch?nh Video, Quay D?ng Video",https://www.vietnamworks.com/senior-influencer-koc-marketing-biet-tieng-trung-1706260-jv?source=searchResults&searchType=2&placement=1706360&sortBy=date
Copywriter Content Lead,Tam Son International Joint Stock Company,Th??ng L??ng,H? Chí Minh,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Fashion, Copywriting, Leadership, Media Planning, Public Speaking",https://www.vietnamworks.com/copywriter-content-lead--1717617-jv?source=searchResults&searchType=2&placement=1717717&sortBy=date
Viral Marketing Staff (Strong Korean),Công Ty TNHH Kinh Doanh Mi?n Thu? Lotte Phú Khánh,Th??ng L??ng,?à N?ng,22/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Korean, Photo Editing, Commercial Product Photography, Social Media Marketing, Content Creating",https://www.vietnamworks.com/viral-marketing-staff-strong-korean-1717149-jv?source=searchResults&searchType=2&placement=1717249&sortBy=date
Research Data Analyst,Analytix Intelligence Company Ltd.,Th??ng L??ng,H? Chí Minh,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Data Analysis, SPSS, Quantitative Analysis, Project Management, Qualitative Research",https://www.vietnamworks.com/research-data-analyst-1-1724878-jv?source=searchResults&searchType=2&placement=1724978&sortBy=date
Market Insights & Innovation Specialist (Nutrition),"Brenntag Vietnam Co, Ltd",Th??ng L??ng,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Materials Strategy, Marketing Intelligence Analysis, Food Product, Business Innovation",https://www.vietnamworks.com/market-insights-innovation-specialist-nutrition-1724963-jv?source=searchResults&searchType=2&placement=1725063&sortBy=date
Tr??ng Phòng Marketing - Thu Nh?p H?p D?n,T?p ?oàn Y T? Vi?t - Nga,T? $1000,Hà N?i,14/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Y T?, Truy?n Thông Qu?ng Cáo, Quan H? Báo Chí, Truy?n Thông, Kinh Doanh",https://www.vietnamworks.com/truong-phong-marketing-thu-nhap-hap-dan--1711139-jv?source=searchResults&searchType=2&placement=1711239&sortBy=date
Design Marketing,Công Ty TNHH Karma Mobility Vi?t Nam,Th??ng L??ng,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Photoshop, Digital Marketing, Design, Thi?t K?, Advertising",https://www.vietnamworks.com/design-marketing--1719972-jv?source=searchResults&searchType=2&placement=1720072&sortBy=date
Content Marketing - ?u Tiên ?i Làm Ngay (Ch?p Nh?n Sinh Viên M?i Ra Tr??ng),Tr??ng Cao ??ng Ngh? Công Ngh? Và K? Thu?t Tr?n H?ng ??o,T? $400,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Cáo, Content Marketing, Social Media, SEO, Truy?n Thông",https://www.vietnamworks.com/content-marketing-uu-tien-di-lam-ngay-chap-nhan-sinh-vien-moi-ra-truong-1720147-jv?source=searchResults&searchType=2&placement=1720247&sortBy=date
"Digital Marketing/ Nhân Viên Qu?ng Cáo (Facebook Ads, Google Ads) Upto 30 Tri?u/tháng",Tr??ng Cao ??ng Ngh? Công Ngh? Và K? Thu?t Tr?n H?ng ??o,$650 - $1300,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Cáo, Marketing Online, Google Ads, Phân Tích D? Li?u, Content Marketing",https://www.vietnamworks.com/digital-marketing-nhan-vien-quang-cao-facebook-ads-google-ads-upto-30-trieu-thang-1720144-jv?source=searchResults&searchType=2&placement=1720244&sortBy=date
Brand and Sales Marketing Manager,Sunrise Events Vietnam,$1000 - $2000,H? Chí Minh,29/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Leader, Brand Creation, New Customer Acquisitions, Market Analysis, Roi Management",https://www.vietnamworks.com/brand-and-sales-marketing-manager-1720154-jv?source=searchResults&searchType=2&placement=1720254&sortBy=dat
Marketing Support / Admin Page,"Nihon Denkei Vietnam Co.,Ltd",Th??ng L??ng,Hà N?i,13/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?n Lý Web, Ti?ng Nh?t, Ti?ng Anh, Qu?n Lý Hình ?nh Th??ng Hi?u, Truy?n Thông",https://www.vietnamworks.com/marketing-support-admin-page-1724767-jv?source=searchResults&searchType=2&placement=1724917&sortBy=date
Social Media Assistant Manager,Công Ty TNHH Bantam Point,$900 - $1500,?à N?ng,29/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, Marketing Strategy, SEO Knowledge, Communication, Digital Marketing",https://www.vietnamworks.com/social-media-assistant-manager--1720023-jv?source=searchResults&searchType=2&placement=1720173&sortBy=date
Nhân Viên Qu?n Lý S?n Ph?m – Phòng Marketing (02 Ng??i),Công Ty C? Ph?n Traphaco,Th??ng L??ng,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?n Lý S?n Ph?m, Marketing Admin, D??c Ph?m, Nghiên C?u Th? Tr??ng, Phát Tri?n S?n Ph?m",https://www.vietnamworks.com/nhan-vien-quan-ly-san-pham-phong-marketing-02-nguoi-1719890-jv?source=searchResults&searchType=2&placement=1720040&sortBy=date
Tr??ng Phòng S?n Ph?m Du L?ch - Product Manager,Công Ty C? Ph?n D?ch V? Du L?ch & Th??ng M?i TST,Th??ng L??ng,H? Chí Minh,22/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Du L?ch L? Hành, Ti?ng Anh, Nghiên C?u Th? Tr??ng, Giám Sát, Xây D?ng Quan H?",https://www.vietnamworks.com/truong-phong-san-pham-du-lich-product-manager--1717390-jv?source=searchResults&searchType=2&placement=1717540&sortBy=date
Chuyên Viên Marketing,Công Ty C? Ph?n Th??ng M?i T? V?n Và Xây D?ng V?nh H?ng,Th??ng L??ng,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Biên T?p Video, T? Ch?c S? Ki?n, Theo Dõi H?p ??ng, Thanh Toán Công N?, Digital Marketing",https://www.vietnamworks.com/chuyen-vien-marketing--1719834-jv?source=searchResults&searchType=2&placement=1719984&sortBy=date
Project Assistant,Pico HCMC Ltd,Th??ng L??ng,H? Chí Minh,13/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Preparing Proposals, Event, Event Operation, MS Office",https://www.vietnamworks.com/project-assistant-91--1724646-jv?source=searchResults&searchType=2&placement=1724796&sortBy=date
Nhân Viên Truy?n Thông K? Thu?t S?/ Digital Associate,Công Ty C? Ph?n D??c Ph?m ??t Vi Phú ( DAVIPHARM ),Th??ng L??ng,H? Chí Minh,13/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Qu?ng Cáo, Truy?n Thông Th??ng Hi?u, Thi?t K?, Marketing Tr?c Tuy?n",https://www.vietnamworks.com/nhan-vien-truyen-thong-ky-thuat-so-digital-associate--1724660-jv?source=searchResults&searchType=2&placement=1724810&sortBy=date
Retail Marketing Manager,"LOTTE Properties Hanoi Co., Ltd",Th??ng L??ng,Hà N?i,13/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Retail, Marketing Bán L?, Retail, Sales Planning, Marketing Management",https://www.vietnamworks.com/retail-marketing-manager--1724641-jv?source=searchResults&searchType=2&placement=1724791&sortBy=date
Tr??ng Phòng Marketing - Có Kinh Nghi?m Ngành Hàng Bia/n??c Ng?t,Công Ty C? Ph?n Bia Qu?c T? TTC,Th??ng L??ng,Hà N?i,29/11/2023,Giám ??c và C?p Cao H?n,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Kinh Doanh R??u Bia, Phát Tri?n Th??ng Hi?u, Qu?ng Bá Th??ng Hi?u, Bán L? Bán Buôn, Marketing Strategy",https://www.vietnamworks.com/truong-phong-marketing-co-kinh-nghiem-nganh-hang-bia-nuoc-ngot--1719650-jv?source=searchResults&searchType=2&placement=1719800&sortBy=date
"Qu?n Lý D? Án - S? Ki?n, Tri?n Lãm",Công Ty C? Ph?n Qu?ng Cáo Và Xúc Ti?n Th??ng M?i ?ông Nam,Th??ng L??ng,H? Chí Minh,29/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Project Management, ?ánh Giá Tri?n Khai, Phân Tích Nghiên C?u, ?ánh Giá Th? Tr??ng, L?p K? Ho?ch",https://www.vietnamworks.com/quan-ly-du-an-su-kien-trien-lam-1719675-jv?source=searchResults&searchType=2&placement=1719825&sortBy=date
Gi?ng Viên Chuyên Ngành Marketing và Truy?n Thông,"Tr??ng Qu?n Tr? Và Kinh Doanh, ?HQGHN",$1100 - $2200,Hà N?i,29/11/2023,Nhân viên,Giáo D?c,"English, Nghiên C?u, Gi?ng D?y, Truy?n Thông, Ti?p Th?",https://www.vietnamworks.com/giang-vien-chuyen-nganh-marketing-va-truyen-thong-1--1719661-jv?source=searchResults&searchType=2&placement=1719811&sortBy=date
Chuyên Viên Digital Marketing (Senior Digital Marketing),Công Ty CP Qu?ng Cáo K? Thu?t S? Vi?t (Vds),Th??ng L??ng,H? Chí Minh,13/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Google, Content Marketing, SEO, Social Media",https://www.vietnamworks.com/chuyen-vien-digital-marketing-senior-digital-marketing-1724421-jv?source=searchResults&searchType=2&placement=1724571&sortBy=date
