Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Số lượng,Link
Nhân Viên Quay Dựng Chỉnh Sửa Video ( Video Editor ),CÔNG TY CỔ PHẦN SOFIA NỘI THẤT,12 - 16 triệu,Hà Nội,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnhThiết kế đồ họa,1 năm,Toàn thời gian,"• Có khiếu mỹ thuật tốt, có tính sáng tạo, tư duy logic và ý tưởng cao trong công việc.• Tốt nghiệp các ngành học liên quan đến Thiết kế đồ hoạ, Multimedia, Mỹ thuật ứng dụng, Mỹ thuật công nghiệp, quay phim chụp ảnh.• Kinh nghiệm lĩnh vực liên quan từ 1-3 năm trong lĩnh vực thiết kế, quay chụp• Sử dụng thành thạo Adobe After Effect, Photoshop, Adobe Premiere, Adobe Audition...• Sử dụng thành thạo các thiết bị quay phim, chụp ảnh• Chịu được áp lực công việc cao.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-quay-dung-chinh-sua-video-video-editor/1164227.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Video Editor,CÔNG TY TNHH OCEAN ESSENCE,Trên 10 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 07/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoXuất nhập khẩu,1 năm,Toàn thời gian,"- University / College degree specialied in graphic design (prefer FPT Arena Multimedia). Enrolled in a bachelor's degree program in motion graphics, animations, film, video production, or a related field.- At least 1 year of experience.- Strong understanding of video editing principles and techniques.- Experience with motion graphics and animation.- Experience with video editing software such as Capcut, Adobe Premiere Pro, After Effect.- Excellent communication and interpersonal skills.- Fluency in English.- Experience with color grading and sound editing, social media video editing is a plus.- Understand brand character & consumer insight.- Ability to independently follow a creative brief through the full production cycle, from asset preparation to final delivery.- Collaborative spirit and attention to detail.- Ability to set goals, objectives, and plans, prioritize tasks effectively.- Effective collaboration with teammates and colleagues, openness to feedback.",1 người,https://www.topcv.vn/viec-lam/video-editor/1190768.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Biên Phiên Dịch Tiếng Trung,Công ty TNHH Crystal Elegance Textiles Việt Nam,Thoả thuận,Bình Dương,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Dệt may / Da giàyHành chính / Văn phòngMarketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"Tốt nghiệp từ Cao Đẳng trở lên các Chuyên ngành về Ngôn ngữ Trung Quốc hoặc liên quan;Kinh nghiệm: Từ 1 năm trở lên kinh nghiệm biên phiên dịch chuyên nghiệp, tuy nhiên sinh viên mới ra trường có khả năng giao tiếp tốt và nhanh nhạy cũng sẽ được xem xét;Ngôn ngữ: Tiếng Trung là bắt buộc, ứng viên có thể sử dụng Tiếng Anh sẽ được ưu tiên;Thành thạo Tin học văn phòng (Microsoft Office);Kỹ năng: Có tính hợp tác và làm việc nhóm tốt, chi tiết, tỉ mỉ, giao tiếp trôi chảy.",1 người,https://www.topcv.vn/viec-lam/bien-phien-dich-tieng-trung/1189770.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Media Intern,Công ty cổ phần Tasco,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 31/01/2024,Thực tập sinh,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáo,Không yêu cầu kinh nghiệm,Thực tập,"Có kinh nghiệm quay phim và chụp ảnh, đảm bảo chất lượng về hình ảnh và âm thanh.Có khả năng sử dụng thành thạo các phần mềm dựng video (Premiere, After Effects, Capcut,...)Có tư duy về biên tập video, hậu kỳ.Biết sử dụng các phần mềm thiết kế đồ họa là lợi thế (Photoshop, Illustrator, Canva,...)",1 người,https://www.topcv.vn/viec-lam/media-intern/1064730.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Biên Tập Viên Âm Nhạc,Công ty Cổ phần Thương mại và Dịch vụ truyền thông BIHACO,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáo,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Đam mê âm nhạc và có khả năng cảm thụ âm nhạc tốt- Có hiểu biết nhất định về các thể loại âm nhạc- Có khả năng đánh giá, thẩm định nội dung nhạc thuộc nhiều thể loại đa dạng- Có tính kiên nhẫn, kỷ luật, chịu được áp lực khi phải duyệt, xử lý lượng lớn dữ liệu bản ghi âm- Ưu tiên ứng viên được đào tạo về âm nhạc hoặc biết chơi nhạc cụ- Sử dụng tiếng Anh thành thạo là một lợi thế- Biết sử dụng thành thạo phần mềm chỉnh sửa video, chỉnh sửa ảnh hoặc chỉnh sửa âm thanh là một lợi thế- Ưu tiên ứng viên có kinh nghiệm làm YouTube- Có kỹ năng tìm kiếm thông tin, phân tích số liệu tốt- Chăm chỉ, có trách nhiệm cao trong công việc",5 người,https://www.topcv.vn/viec-lam/bien-tap-vien-am-nhac/1190402.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Content Marketing,CÔNG TY TRÁCH NHIỆM HỮU HẠN VK SOHO OFFICES,7 - 8 triệu,Đà Nẵng,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoThiết kế đồ họa,2 năm,Toàn thời gian,"- Nam/Nữ độ tuổi: 24-30t- Tốt nghiệp các ngành liên quan đến báo chí, truyền thông, marketing v.v...- Có khả năng thiết kế hình ảnh bằng Canva, Ps, Ai là lợi thế- Kinh nghiệm ít nhất 2 năm trong lĩnh vực copywriter và biên tập nội dung chuẩn SEO.- Có khả năng viết tốt, sáng tạo và tư duy ngôn ngữ tốt.",2 người,https://www.topcv.vn/viec-lam/content-marketing/1189398.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Nhân Viên Video Editor Bóng Đá,TQC Global,10 - 20 triệu,Hà Nội,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnh,1 năm,Toàn thời gian,"Hiểu biết về lĩnh vực thể thao.Có kỹ năng cut dựng video chuyên sâu.Sử dụng thành thạo các phần mềm cut dựng video như Adobe Premier, After Effect, Cap cut, Photoshop.Có tư duy tốt trong việc hình ảnh, chiu được áp lực công việc cao.Nhiệt tình, có tinh thần học hỏi.Có tinh thần trách nhiệm, có khả năng làm việc cuối tuần.Đã có kinh nghiệm từ 1 năm trở lên.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-video-editor-bong-da/1190663.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Customer Support - Dự Án LinkID,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Kinh doanh / Bán hàngIT phần mềmMarketing / Truyền thông / Quảng cáoViệc làm IT,2 năm,Toàn thời gian,"Có bằng cử nhân trở lên2 năm kinh nghiệm trở lên trong lĩnh vực ngân hàng, chăm sóc khác hàng  Hiểu biết về lĩnh vực ngân hàng, thương mại điện tử, chăm sóc khách hàng trung thành (loyalty) là điểm cộng.Có kinh nghiệm trong việc vận hành và chăm sóc khách hàng",1 người,https://www.topcv.vn/viec-lam/customer-support-du-an-linkid/1188384.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Nhân Viên Kinh Doanh Digital Marketing,Công ty TNHH Ngày Mới Xanh,10 - 35 triệu,Hà Nội,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Hành chính / Văn phòngMarketing / Truyền thông / Quảng cáoTư vấn,Không yêu cầu kinh nghiệm,Toàn thời gian,"•           Làm giờ hành chính từ thứ 2 đến thứ 6 (8h15 – 5h30) và sáng thứ 7 (8h15-12h).•           Có laptop cá nhân.•           Có tinh thần cầu tiến, chăm chỉ.•           Năng động, thích ứng nhanh với công việc.•           Có khả năng đàm phán, thuyết phục là một lợi thế.",7 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-digital-marketing/1190129.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Sales Executive,Công ty Cổ phần Mega Digital,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 17/01/2024,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáoTư vấn,Dưới 1 năm,Toàn thời gian,"Có từ 1-2 năm kinh nghiệm trở lên ở vị trí sales, business development hoặc partner management lĩnh vực e-CommerceAm hiểu về thị trường MMO trong nước, có khả năng tìm hiểu các mảng kinh doanh MMO mớiCó kinh nghiệm, kiến thức về mảng Meta, các dịch vụ Digital Marketing (SEO, Quảng cáo, E-Commerce,...) là một lợi thế.Giao tiếp, trình bày tốt, tư duy độc lập, có khả năng tổng hợp, phân tích, làm việc nhóm và chủ động;Ưu tiên ứng viên tốt nghiệp với bằng cử nhân Kinh tế từ các trường Đại học Ngoại thương, Đại học Kinh tế Quốc dân, Học viện Ngoại giao,...",3 người,https://www.topcv.vn/viec-lam/sales-executive/1189879.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Nhân Viên Booking Kol - Koc (Đi Làm Ngay),CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT AN THỊNH VIỆT,10 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 31/01/2024,Nhân viên,Báo chí / Truyền hìnhDịch vụ khách hàngMarketing / Truyền thông / Quảng cáo,Dưới 1 năm,Toàn thời gian,"Đã có kinh nghiệm 01 năm làm việc trong lĩnh vực Booking, ưu tiên ứng viên có kinh nghiệm đã làm việc tại Agency. Có khả năng giao tiếp và làm việc với khách hàng nhanh nhạy. Yêu thích mỹ phẩm và lĩnh vực làm đẹp nói chung.",3 người,https://www.topcv.vn/viec-lam/nhan-vien-booking-kol-koc-di-lam-ngay/1190157.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Nhân Viên Listing - Chăm Sóc Khách Hàng Sàn TMĐT,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,7 - 10 triệu,Hà Nội,Hạn nộp hồ sơ: 10/01/2024,Nhân viên,Kinh doanh / Bán hàngDịch vụ khách hàngMarketing / Truyền thông / Quảng cáo,Dưới 1 năm,Toàn thời gian,"Có kinh nghiệm chăm sóc khách hàng online, thiết lập gian hàng trên các sàn Thương mại điện tử từ 3-6 thángTốt nghiệp Đại học các chuyên ngành liên quan tới Kinh tế, Marketing, Digital Marketing,…Tinh thần học hỏi không ngừng, sẵn sàng làm cái mới.Mong muốn, định hướng phát triển trong lĩnh vực Thương mại điện tử",1 người,https://www.topcv.vn/viec-lam/nhan-vien-listing-cham-soc-khach-hang-san-tmdt/1144424.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Google Ads Strategist,"Công ty TNHH Phát Triển Đông Nam Á (Seadev Co., Ltd.)",12 - 20 triệu,Đà Nẵng,Hạn nộp hồ sơ: 06/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"Fluent in English (writing, speaking, listening, reading)Bachelor's degree in Marketing, Business, or a related field (preferred).Google Ads Certification is highly desirable.Proven experience in setting up and managing successful Google Ads campaigns.Strong analytical skills and the ability to interpret data to make informed decisions.Proficiency in Google Analytics and other relevant digital marketing tools.Self-motivated and able to work independently and as part of a team.Strong organizational skills with the ability to manage multiple client campaigns simultaneously.",1 người,https://www.topcv.vn/viec-lam/google-ads-strategist/1190351.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Thực Tập Sinh SEO Website ( Mảng Visa Điện Tử ),Công ty Cổ phần Vietnam Booking,Trên 3 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 06/01/2024,Thực tập sinh,Biên / Phiên dịchDu lịchMarketing / Truyền thông / Quảng cáo,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Có niềm yêu thích, hứng thú với Digital Marketing;- Tiếng Anh thành thạo;- Có thái độ nghiêm túc khi tham gia;- Chăm chỉ, nhiệt tình, ham học hỏi;- Có khả năng làm việc độc lập và làm việc theo nhóm;- Chịu được áp lực công việc cao;- Là sinh viên các trường cao đẳng, ĐH chuyên ngành công nghệ thông tin, marketing, kinh tế hoặc các sinh viên qua lớp đào tạo ngắn hạn về SEO hoặc thành thạo 01 ngoại ngữ thứ hai...là một lợi thế.",2 người,https://www.topcv.vn/viec-lam/thuc-tap-sinh-seo-website-mang-visa-dien-tu/1164998.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Trợ Lý Kinh Doanh,CÔNG TY TNHH PURITECH VIỆT NAM,0.0 - 0.0 triệu,Hưng Yên,Hạn nộp hồ sơ: 05/01/2024,Nhân viên,Kinh doanh / Bán hàngKế toán / Kiểm toánMarketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"- Giao tiếp được bằng tiếng Anh - Có kinh nghiệm sale/ bán hàng tại cho các doanh nghiệp .- Ưu tiên ứng viên đã từng làm việc tại Samsung hoặc các nhà cung cấp của Samsung, hoặc các công ty điện tử Hàn Quốc khác.",1 người,https://www.topcv.vn/viec-lam/tro-ly-kinh-doanh/1190422.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Chuyên Viên Vận Hành App ( Tiếng Trung ),CÔNG TY TNHH TMDV ADFLY VIỆT NAM,12 - 20 triệu,Hồ Chí Minh,Hạn nộp hồ sơ: 12/01/2024,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"Thành thạo 4 kĩ năng tiếng TrungTối thiểu 1 năm kinh nghiệm vận hành ứng dụng di động, GameYêu thích, đam mê và thường xuyên cập nhật kiến thức, tin tức từ ngành game, thị trường game.Thành thạo các phần mềm tin học văn phòng (Word, Excel, PowerPoint, OutLook,...)Có khả năng giao tiếp, thuyết trình và truyền đạt tốt.Có khả năng làm việc nhóm và làm việc độc lập.Luôn sẵn sàng học hỏi cái mới, tinh thần trách nhiệm cao và làm việc tốt dưới áp lực.",2 người,https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-app-tieng-trung/1190633.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Nhân Viên Content Marketing (Tiếng Khmer),CÔNG TY CỔ PHẦN GIAO HÀNG TIÊU CHUẨN,8 - 15 triệu,"Hà Nội, Hồ Chí Minh",Hạn nộp hồ sơ: 13/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoVận tải / Kho vận,Dưới 1 năm,Toàn thời gian,"- Tốt nghiệp ĐH, cao đẳng các chuyên ngành- Thành thạo tiếng Khmer - Campuchia (Bắt buộc)- Có khả năng sáng tạo phong phú, khả năng diễn đạt ý tưởng, viết văn tốt, phân tích ngữ nghĩa tốt.- CYêu thích Content, đam mê viết lách và có định hướng chuyên sâu.- Có laptop cá nhân- Tư duy nhạy bén, khả năng diễn đạt ý tưởng tốt, trình bày nội dung hấp dẫn- Có tinh thần trách nhiệm cao, chịu được áp lực công việc",2 người,https://www.topcv.vn/viec-lam/nhan-vien-content-marketing-tieng-khmer/1144504.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Nhân Viên Sales,Công ty TNHH công nghiệp Profiber ( Việt Nam),Thoả thuận,Vĩnh Phúc,Hạn nộp hồ sơ: 05/01/2024,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáo,Không yêu cầu kinh nghiệm,Toàn thời gian,"Độ tuổi: 22-35Giới tính: NamCó kinh nghiệm Sales là một lợi thếChấp nhận sinh viên mới ra trường và người chưa có kinh nghiệm, sẽ được công ty đào tạo nghiệp vụBằng Tốt nghiệp: Cao đẳng, đại họcNgoại ngữ: tiếng anh 4 kỹ năng (Có chứng chỉ TOEIC / TOFEL /  IELTS là một lợi thế)Kỹ năng giao tiếp tốt, năng nổ, nhiệt huyết tìm kiếm thị trường, đơn hàngCó thể đi công tác",2 người,https://www.topcv.vn/viec-lam/nhan-vien-sales/1072891.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
Leader Content Marketing - Thẩm Mỹ Viện,Công ty TNHH Đầu tư Quốc tế Nevada,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 05/01/2024,Trưởng nhóm,Marketing / Truyền thông / Quảng cáoY tế / DượcSpa / Làm đẹp,3 năm,Toàn thời gian,"- Có kinh nghiệm từng phụ trách nội dung Fanpage. Ưu tiên ứng viên có kinh nghiệm trong ngành Spa, Thẩm mỹ, Mỹ phẩm, ...- Có từ 1 năm kinh nghiệm ở vị trí tương đương- Có hiểu biết và yêu thích lĩnh vực làm đẹp.- Yêu cầu biết tiếng anh cơ bản- Có tinh thần trách nhiệm trong công việc.- Khả năng ngôn ngữ và hình ảnh tốt, có tư duy, óc sáng tạo và nhiều ý tưởng, có kiến thức cơ bản về Marketing, am hiểu thị hiếu và hành vi người dùng.- Có máy tính cá nhân.",1 người,https://www.topcv.vn/viec-lam/leader-content-marketing-tham-my-vien/1190458.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056137
